subscriber_id,billing_month,billed_amount
S-53408,2023-07,55.0
S-53411,2023-07,49.0
S-53413,2023-07,70.08
S-53414,2023-07,49.0
S-53424,2023-07,11.32
S-53425,2023-07,44.0
S-53439,2023-07,49.0
S-53448,2023-07,89.0
S-53454,2023-07,55.0
S-53455,2023-07,41.0
S-53456,2023-07,66.78
S-53457,2023-07,79.0
S-53462,2023-07,39.0
S-53464,2023-07,69.0
S-53465,2023-07,70.75
S-53473,2023-07,109.0
S-53475,2023-07,42.0
S-53484,2023-07,39.0
S-53488,2023-07,42.0
S-53492,2023-07,69.0
S-53493,2023-07,31.0
S-53494,2023-07,47.24
S-53495,2023-07,89.81
S-53500,2023-07,89.0
S-53509,2023-07,39.0
S-53510,2023-07,89.56
S-53511,2023-07,52.0
S-53516,2023-07,37.58
S-53517,2023-07,39.0
S-53520,2023-07,42.0
S-53524,2023-07,79.0
S-53525,2023-07,45.0
S-53527,2023-07,69.0
S-53533,2023-07,79.0
S-53536,2023-07,84.35
S-53539,2023-07,89.0
S-53541,2023-07,69.0
S-53543,2023-07,35.0
S-53547,2023-07,52.86
S-53548,2023-07,51.0
S-53550,2023-07,39.0
S-53551,2023-07,55.0
S-53552,2023-07,55.0
S-53553,2023-07,55.0
S-53559,2023-07,1.84
S-53564,2023-07,109.0
S-53569,2023-07,35.89
S-53581,2023-07,46.0
S-53583,2023-07,71.44
S-53584,2023-07,55.0
S-53585,2023-07,57.0
S-53591,2023-07,39.03
S-53596,2023-07,28.87
S-53605,2023-07,34.16
S-53606,2023-07,69.0
S-53615,2023-07,45.0
S-53616,2023-07,79.0
S-53618,2023-07,10.19
S-53619,2023-07,63.0
S-53633,2023-07,68.17
S-53648,2023-07,79.0
S-53649,2023-07,39.0
S-53651,2023-07,89.0
S-53652,2023-07,85.67
S-53655,2023-07,51.0
S-53656,2023-07,46.5
S-53657,2023-07,79.0
S-53658,2023-07,49.0
S-53659,2023-07,55.0
S-53660,2023-07,55.0
S-53661,2023-07,31.0
S-53667,2023-07,89.0
S-53669,2023-07,69.68
S-53670,2023-07,87.79
S-53673,2023-07,45.0
S-53674,2023-07,89.0
S-53679,2023-07,69.0
S-53680,2023-07,109.0
S-53681,2023-07,69.0
S-53682,2023-07,45.0
S-53685,2023-07,39.0
S-53686,2023-07,44.26
S-53690,2023-07,89.0
S-53691,2023-07,39.0
S-53692,2023-07,49.0
S-53693,2023-07,35.0
S-53694,2023-07,54.72
S-53696,2023-07,47.42
S-53697,2023-07,79.0
S-53711,2023-07,55.0
S-53721,2023-07,52.0
S-53722,2023-07,90.87
S-53725,2023-07,31.0
S-53728,2023-07,55.0
S-53748,2023-07,87.0
S-53756,2023-07,55.0
S-53757,2023-07,69.0
S-53758,2023-07,84.42
S-53766,2023-07,20.03
S-53773,2023-07,33.69
S-53774,2023-07,69.0
S-53781,2023-07,66.0
S-53791,2023-07,55.0
S-53792,2023-07,49.0
S-53794,2023-07,69.0
S-53796,2023-07,7.9
S-53799,2023-07,35.23
S-53803,2023-07,45.0
S-53815,2023-07,89.0
S-53819,2023-07,8.13
S-53821,2023-07,15.32
S-53826,2023-07,72.13
S-53827,2023-07,69.0
S-53828,2023-07,89.0
S-53829,2023-07,42.29
S-53830,2023-07,67.87
S-53835,2023-07,55.0
S-53839,2023-07,79.5
S-53844,2023-07,31.0
S-53845,2023-07,9.19
S-53847,2023-07,89.0
S-53848,2023-07,55.0
S-53853,2023-07,89.0
S-53854,2023-07,31.0
S-53855,2023-07,42.0
S-53856,2023-07,35.0
S-53859,2023-07,42.0
S-53862,2023-07,40.03
S-53863,2023-07,39.0
S-53871,2023-07,79.0
S-53872,2023-07,69.0
S-53877,2023-07,49.47
S-53881,2023-07,85.23
S-53883,2023-07,20.84
S-53887,2023-07,79.0
S-53888,2023-07,37.0
S-53889,2023-07,69.0
S-53890,2023-07,63.0
S-53891,2023-07,89.0
S-53894,2023-07,89.0
S-53896,2023-07,69.0
S-53897,2023-07,55.0
S-53898,2023-07,73.44
S-53907,2023-07,55.0
S-53909,2023-07,99.94
S-53911,2023-07,89.0
S-53912,2023-07,49.0
S-53916,2023-07,20.02
S-53921,2023-07,89.0
S-53933,2023-07,83.0
S-53934,2023-07,79.0
S-53944,2023-07,69.0
S-53946,2023-07,69.56
S-53962,2023-07,89.0
S-53964,2023-07,73.92
S-53965,2023-07,35.0
S-53967,2023-07,84.55
S-53970,2023-07,31.0
S-53971,2023-07,8.13
S-53978,2023-07,39.0
S-53979,2023-07,49.0
S-53980,2023-07,71.06
S-53984,2023-07,49.0
S-53986,2023-07,69.0
S-53995,2023-07,12.58
S-53996,2023-07,42.0
S-53997,2023-07,58.65
S-53999,2023-07,129.0
S-54000,2023-07,96.98
S-54009,2023-07,55.0
S-54010,2023-07,89.0
S-54011,2023-07,61.57
S-54012,2023-07,66.75
S-54013,2023-07,69.0
S-54014,2023-07,69.0
S-54016,2023-07,35.0
S-54024,2023-07,34.89
S-54026,2023-07,89.0
S-54029,2023-07,34.0
S-54030,2023-07,35.46
S-54031,2023-07,42.0
S-54033,2023-07,50.31
S-54036,2023-07,69.0
S-54037,2023-07,31.0
S-54038,2023-07,45.0
S-54039,2023-07,55.0
S-54040,2023-07,94.65
S-54041,2023-07,49.27
S-54042,2023-07,69.0
S-54043,2023-07,42.0
S-54044,2023-07,56.75
S-54045,2023-07,41.3
S-54047,2023-07,42.0
S-54048,2023-07,42.0
S-54049,2023-07,49.0
S-54052,2023-07,49.0
S-54055,2023-07,55.0
S-54058,2023-07,89.0
S-54060,2023-07,90.21
S-54063,2023-07,79.0
S-54070,2023-07,58.25
S-54071,2023-07,69.0
S-54072,2023-07,57.0
S-54073,2023-07,58.08
S-54076,2023-07,89.0
S-54077,2023-07,35.0
S-54078,2023-07,55.0
S-54081,2023-07,55.0
S-54091,2023-07,33.39
S-54095,2023-07,27.1
S-54102,2023-07,55.0
S-54104,2023-07,42.0
S-54106,2023-07,71.11
S-54107,2023-07,35.0
S-54110,2023-07,55.0
S-54112,2023-07,45.0
S-54114,2023-07,49.0
S-54118,2023-07,30.63
S-54123,2023-07,53.0
S-54130,2023-07,35.0
S-54135,2023-07,66.0
S-54136,2023-07,89.0
S-54137,2023-07,69.0
S-54138,2023-07,79.0
S-54153,2023-07,39.0
S-54154,2023-07,69.0
S-54160,2023-07,89.0
S-54161,2023-07,38.99
S-54162,2023-07,55.0
S-54163,2023-07,56.85
S-54164,2023-07,89.0
S-54165,2023-07,69.0
S-54166,2023-07,33.62
S-54169,2023-07,49.0
S-54170,2023-07,69.0
S-54174,2023-07,69.0
S-54175,2023-07,62.18
S-54182,2023-07,2.23
S-54183,2023-07,36.32
S-54184,2023-07,39.0
S-54185,2023-07,83.0
S-54186,2023-07,76.96
S-54187,2023-07,117.67
S-54189,2023-07,89.0
S-54191,2023-07,15.97
S-54196,2023-07,92.93
S-54199,2023-07,39.0
S-54202,2023-07,46.55
S-54203,2023-07,79.0
S-54206,2023-07,38.46
S-54207,2023-07,69.0
S-54209,2023-07,49.95
S-54218,2023-07,89.0
S-54219,2023-07,56.06
S-54220,2023-07,42.0
S-54221,2023-07,73.97
S-54222,2023-07,37.0
S-54223,2023-07,26.0
S-54225,2023-07,49.17
S-54226,2023-07,69.68
S-54230,2023-07,69.0
S-54231,2023-07,11.48
S-54232,2023-07,44.51
S-54233,2023-07,42.0
S-54241,2023-07,33.0
S-54244,2023-07,69.0
S-54256,2023-07,35.0
S-54257,2023-07,30.16
S-54258,2023-07,35.0
S-54259,2023-07,6.32
S-54264,2023-07,55.0
S-54272,2023-07,55.0
S-54279,2023-07,89.0
S-54287,2023-07,42.0
S-54293,2023-07,90.85
S-54294,2023-07,89.0
S-54299,2023-07,37.0
S-54300,2023-07,49.0
S-54304,2023-07,42.0
S-54307,2023-07,89.0
S-54308,2023-07,42.0
S-54309,2023-07,41.13
S-54310,2023-07,37.0
S-54311,2023-07,89.0
S-54313,2023-07,42.0
S-54315,2023-07,55.0
S-54316,2023-07,55.0
S-54317,2023-07,67.22
S-54319,2023-07,7.01
S-54322,2023-07,71.42
S-54325,2023-07,71.06
S-54327,2023-07,49.0
S-54330,2023-07,63.0
S-54334,2023-07,39.0
S-54337,2023-07,40.34
S-54345,2023-07,69.0
S-54355,2023-07,71.86
S-54360,2023-07,55.0
S-54362,2023-07,49.0
S-54363,2023-07,63.9
S-54368,2023-07,48.16
S-54375,2023-07,39.0
S-54377,2023-07,58.52
S-54380,2023-07,89.0
S-54384,2023-07,69.0
S-54393,2023-07,33.25
S-54394,2023-07,69.0
S-54395,2023-07,49.0
S-54396,2023-07,35.0
S-54399,2023-07,65.55
S-54400,2023-07,49.0
S-54404,2023-07,55.0
S-54405,2023-07,49.64
S-54406,2023-07,48.21
S-54407,2023-07,69.0
S-54410,2023-07,45.94
S-54411,2023-07,45.0
S-54416,2023-07,33.0
S-54417,2023-07,42.0
S-54422,2023-07,50.03
S-54429,2023-07,49.0
S-54442,2023-07,39.0
S-54445,2023-07,67.9
S-54446,2023-07,69.0
S-54452,2023-07,35.68
S-54462,2023-07,83.0
S-54463,2023-07,49.0
S-54464,2023-07,69.0
S-54465,2023-07,57.11
S-54466,2023-07,35.0
S-54469,2023-07,49.0
S-54470,2023-07,52.0
S-54477,2023-07,129.0
S-54478,2023-07,68.74
S-54480,2023-07,69.0
S-54481,2023-07,69.0
S-54482,2023-07,58.81
S-54483,2023-07,57.84
S-54485,2023-07,48.0
S-54486,2023-07,49.68
S-54487,2023-07,55.65
S-54490,2023-07,49.0
S-54497,2023-07,86.3
S-54498,2023-07,57.56
S-54502,2023-07,69.0
S-54510,2023-07,55.0
S-54511,2023-07,22.97
S-54512,2023-07,42.0
S-54514,2023-07,69.0
S-54515,2023-07,39.0
S-54517,2023-07,49.0
S-54522,2023-07,46.75
S-54525,2023-07,40.56
S-54526,2023-07,38.29
S-54527,2023-07,89.0
S-54528,2023-07,69.0
S-54530,2023-07,45.0
S-54537,2023-07,69.0
S-54538,2023-07,79.0
S-54539,2023-07,38.98
S-54542,2023-07,42.0
S-54544,2023-07,42.0
S-54545,2023-07,38.85
S-54546,2023-07,89.0
S-54547,2023-07,35.0
S-54548,2023-07,27.68
S-54549,2023-07,42.0
S-54560,2023-07,56.18
S-54564,2023-07,57.0
S-54581,2023-07,30.19
S-54585,2023-07,55.0
S-54588,2023-07,37.69
S-54589,2023-07,93.33
S-54592,2023-07,69.0
S-54593,2023-07,68.44
S-54594,2023-07,30.0
S-54595,2023-07,55.0
S-54597,2023-07,69.0
S-54599,2023-07,69.0
S-54605,2023-07,89.0
S-54607,2023-07,73.27
S-54608,2023-07,33.98
S-54611,2023-07,30.15
S-54614,2023-07,28.71
S-54616,2023-07,55.0
S-54618,2023-07,52.0
S-54619,2023-07,69.0
S-54624,2023-07,55.0
S-54627,2023-07,55.87
S-54632,2023-07,55.0
S-54646,2023-07,35.0
S-54648,2023-07,39.0
S-54654,2023-07,42.0
S-54656,2023-07,35.0
S-54657,2023-07,69.0
S-54658,2023-07,55.0
S-54661,2023-07,89.0
S-54665,2023-07,65.79
S-54667,2023-07,49.0
S-54671,2023-07,45.0
S-54676,2023-07,69.0
S-54678,2023-07,69.0
S-54681,2023-07,69.0
S-54682,2023-07,79.0
S-54687,2023-07,83.0
S-54688,2023-07,35.0
S-54689,2023-07,55.0
S-54690,2023-07,31.0
S-54692,2023-07,69.0
S-54697,2023-07,91.2
S-54701,2023-07,39.0
S-54710,2023-07,8.61
S-54715,2023-07,35.0
S-54720,2023-07,65.55
S-54722,2023-07,35.0
S-54723,2023-07,75.9
S-54724,2023-07,79.0
S-54728,2023-07,89.0
S-54731,2023-07,51.0
S-54739,2023-07,31.0
S-54741,2023-07,49.0
S-54745,2023-07,55.0
S-54746,2023-07,94.12
S-54749,2023-07,55.65
S-54755,2023-07,144.43
S-54756,2023-07,109.0
S-54759,2023-07,69.0
S-54760,2023-07,89.0
S-54762,2023-07,51.79
S-54763,2023-07,35.0
S-54770,2023-07,69.0
S-54773,2023-07,35.0
S-54784,2023-07,43.74
S-54789,2023-07,55.0
S-54808,2023-07,71.21
S-54812,2023-07,89.0
S-54813,2023-07,69.0
S-54817,2023-07,89.0
S-54818,2023-07,69.0
S-54825,2023-07,35.0
S-54828,2023-07,49.0
S-54829,2023-07,41.12
S-54830,2023-07,54.44
S-54832,2023-07,49.0
S-54844,2023-07,39.0
S-54854,2023-07,46.0
S-54863,2023-07,32.0
S-54868,2023-07,39.0
S-54869,2023-07,55.0
S-54870,2023-07,129.0
S-54878,2023-07,45.0
S-54891,2023-07,76.44
S-54892,2023-07,69.0
S-54895,2023-07,52.72
S-54899,2023-07,35.0
S-54907,2023-07,69.0
S-54908,2023-07,55.0
S-54909,2023-07,42.0
S-54910,2023-07,89.0
S-54915,2023-07,55.0
S-54920,2023-07,69.0
S-54921,2023-07,1.91
S-54923,2023-07,55.0
S-54934,2023-07,51.0
S-54936,2023-07,93.04
S-54937,2023-07,89.0
S-54939,2023-07,55.0
S-54941,2023-07,69.0
S-54944,2023-07,55.0
S-54945,2023-07,39.0
S-54946,2023-07,34.0
S-54947,2023-07,39.45
S-54951,2023-07,55.0
S-54953,2023-07,69.0
S-54956,2023-07,42.31
S-54957,2023-07,34.83
S-54958,2023-07,69.0
S-54960,2023-07,55.0
S-54961,2023-07,69.0
S-54963,2023-07,44.26
S-54964,2023-07,69.0
S-54965,2023-07,42.05
S-54967,2023-07,89.0
S-54968,2023-07,8.61
S-54983,2023-07,69.0
S-54986,2023-07,42.0
S-54988,2023-07,76.64
S-54993,2023-07,79.0
S-54995,2023-07,35.0
S-54999,2023-07,35.0
S-55001,2023-07,37.32
S-55002,2023-07,42.0
S-55008,2023-07,41.22
S-55014,2023-07,42.0
S-55025,2023-07,87.0
S-55026,2023-07,69.0
S-55034,2023-07,43.9
S-55035,2023-07,66.0
S-55036,2023-07,63.0
S-55037,2023-07,79.0
S-55038,2023-07,55.0
S-55040,2023-07,55.0
S-55043,2023-07,31.0
S-55045,2023-07,69.0
S-55047,2023-07,45.32
S-55048,2023-07,52.44
S-55049,2023-07,39.0
S-55050,2023-07,69.0
S-55051,2023-07,69.0
S-55055,2023-07,49.0
S-55058,2023-07,35.0
S-55059,2023-07,52.0
S-55060,2023-07,37.0
S-55061,2023-07,51.19
S-55063,2023-07,35.0
S-55066,2023-07,39.0
S-55075,2023-07,35.69
S-55076,2023-07,31.0
S-55079,2023-07,78.35
S-55086,2023-07,42.0
S-55087,2023-07,69.0
S-55088,2023-07,55.0
S-55091,2023-07,36.7
S-55092,2023-07,42.0
S-55093,2023-07,69.0
S-55094,2023-07,80.19
S-55103,2023-07,70.13
S-55107,2023-07,48.24
S-55109,2023-07,39.9
S-55110,2023-07,49.0
S-55126,2023-07,88.3
S-55135,2023-07,52.0
S-55160,2023-07,55.0
S-55161,2023-07,55.0
S-55162,2023-07,51.27
S-55166,2023-07,69.0
S-55177,2023-07,31.16
S-55178,2023-07,42.0
S-55183,2023-07,57.93
S-55184,2023-07,34.0
S-55187,2023-07,89.0
S-55188,2023-07,51.0
S-55190,2023-07,59.78
S-55197,2023-07,69.0
S-55201,2023-07,41.83
S-55203,2023-07,35.0
S-55206,2023-07,55.0
S-55209,2023-07,40.07
S-55210,2023-07,49.0
S-55217,2023-07,8.87
S-55218,2023-07,42.0
S-55226,2023-07,55.0
S-55230,2023-07,39.0
S-55231,2023-07,39.0
S-55239,2023-07,45.62
S-55240,2023-07,55.0
S-55241,2023-07,89.0
S-55253,2023-07,54.01
S-55254,2023-07,35.0
S-55272,2023-07,35.0
S-55277,2023-07,18.97
S-55309,2023-07,39.0
S-55314,2023-07,55.0
S-55315,2023-07,105.14
S-55316,2023-07,37.75
S-55323,2023-07,69.0
S-55325,2023-07,81.83
S-55327,2023-07,45.41
S-55328,2023-07,60.72
S-55330,2023-07,55.0
S-55335,2023-07,81.3
S-55336,2023-07,41.77
S-55337,2023-07,49.0
S-55338,2023-07,73.78
S-55340,2023-07,39.0
S-55341,2023-07,11.56
S-55342,2023-07,46.0
S-55351,2023-07,89.0
S-55352,2023-07,49.0
S-55357,2023-07,35.0
S-55358,2023-07,69.0
S-55359,2023-07,63.0
S-55360,2023-07,69.0
S-55363,2023-07,39.0
S-55368,2023-07,89.0
S-55374,2023-07,55.0
S-55377,2023-07,55.0
S-55380,2023-07,61.91
S-55382,2023-07,25.97
S-55389,2023-07,34.33
S-55390,2023-07,43.85
S-55391,2023-07,69.0
S-55392,2023-07,59.89
S-55393,2023-07,39.06
S-55394,2023-07,79.0
S-55395,2023-07,34.0
S-55397,2023-07,39.0
S-55398,2023-07,89.0
S-55399,2023-07,39.0
S-55400,2023-07,49.0
S-55401,2023-07,55.0
S-55402,2023-07,47.26
S-55403,2023-07,48.0
S-55407,2023-07,2.72
S-55424,2023-07,60.99
S-55426,2023-07,45.0
S-55434,2023-07,69.0
S-55435,2023-07,69.0
S-55450,2023-07,31.0
S-55452,2023-07,54.94
S-55455,2023-07,35.0
S-55456,2023-07,69.0
S-55458,2023-07,55.0
S-55467,2023-07,48.73
S-55468,2023-07,55.0
S-55474,2023-07,55.0
S-55479,2023-07,83.0
S-55481,2023-07,55.0
S-55482,2023-07,55.0
S-55483,2023-07,54.95
S-55487,2023-07,59.84
S-55488,2023-07,87.66
S-55489,2023-07,33.0
S-55490,2023-07,69.0
S-55494,2023-07,24.84
S-55498,2023-07,68.81
S-55500,2023-07,55.0
S-55501,2023-07,45.0
S-55502,2023-07,79.0
S-55508,2023-07,45.0
S-55512,2023-07,69.0
S-55513,2023-07,57.0
S-55514,2023-07,89.0
S-55519,2023-07,42.0
S-55525,2023-07,39.0
S-55526,2023-07,89.16
S-55527,2023-07,39.65
S-55532,2023-07,91.69
S-55536,2023-07,89.0
S-55544,2023-07,50.15
S-55555,2023-07,89.0
S-55556,2023-07,42.0
S-55561,2023-07,60.0
S-55564,2023-07,39.0
S-55565,2023-07,33.85
S-55566,2023-07,49.0
S-55568,2023-07,58.27
S-55570,2023-07,69.0
S-55571,2023-07,5.74
S-55573,2023-07,71.05
S-55574,2023-07,51.33
S-55575,2023-07,37.05
S-55579,2023-07,42.0
S-55580,2023-07,68.71
S-55584,2023-07,42.0
S-55585,2023-07,28.45
S-55588,2023-07,89.0
S-55590,2023-07,79.0
S-55591,2023-07,50.73
S-55592,2023-07,37.64
S-55609,2023-07,39.0
S-55610,2023-07,58.38
S-55612,2023-07,89.0
S-55613,2023-07,129.0
S-55614,2023-07,30.0
S-55618,2023-07,69.0
S-55624,2023-07,37.0
S-55632,2023-07,69.0
S-55636,2023-07,49.0
S-55642,2023-07,6.32
S-55644,2023-07,49.42
S-55645,2023-07,41.24
S-55649,2023-07,30.0
S-55652,2023-07,52.0
S-55654,2023-07,72.58
S-55655,2023-07,56.17
S-55660,2023-07,42.0
S-55662,2023-07,49.0
S-55664,2023-07,34.0
S-55665,2023-07,56.98
S-55669,2023-07,31.0
S-55684,2023-07,55.0
S-55692,2023-07,49.0
S-55693,2023-07,19.0
S-55694,2023-07,49.0
S-55696,2023-07,39.0
S-55700,2023-07,32.0
S-55701,2023-07,79.0
S-55704,2023-07,70.74
S-55705,2023-07,77.92
S-55707,2023-07,23.03
S-55714,2023-07,68.31
S-55717,2023-07,49.03
S-55726,2023-07,69.0
S-55733,2023-07,55.0
S-55734,2023-07,69.0
S-55735,2023-07,41.67
S-55736,2023-07,51.0
S-55737,2023-07,68.47
S-55738,2023-07,85.26
S-55739,2023-07,69.0
S-55741,2023-07,55.28
S-55747,2023-07,34.45
S-55749,2023-07,74.06
S-55752,2023-07,69.0
S-55760,2023-07,93.16
S-55761,2023-07,44.92
S-55765,2023-07,55.0
S-55766,2023-07,13.35
S-55770,2023-07,88.66
S-55774,2023-07,55.0
S-55780,2023-07,69.0
S-55781,2023-07,93.26
S-55782,2023-07,74.1
S-55783,2023-07,89.0
S-55784,2023-07,38.4
S-55789,2023-07,60.86
S-55794,2023-07,35.0
S-55796,2023-07,51.24
S-55797,2023-07,90.37
S-55798,2023-07,54.66
S-55799,2023-07,83.0
S-55800,2023-07,49.0
S-55808,2023-07,39.0
S-55826,2023-07,83.39
S-55827,2023-07,35.0
S-55828,2023-07,69.0
S-55839,2023-07,89.56
S-55841,2023-07,37.08
S-55846,2023-07,55.0
S-55847,2023-07,77.41
S-55848,2023-07,42.0
S-55849,2023-07,44.68
S-55850,2023-07,69.0
S-55852,2023-07,42.26
S-55853,2023-07,42.0
S-55862,2023-07,48.69
S-55863,2023-07,55.0
S-55864,2023-07,89.0
S-55866,2023-07,89.0
S-55873,2023-07,35.0
S-55874,2023-07,44.35
S-55876,2023-07,42.0
S-55877,2023-07,78.97
S-55878,2023-07,28.95
S-55879,2023-07,35.0
S-55881,2023-07,42.0
S-55885,2023-07,7.77
S-55891,2023-07,55.45
S-55894,2023-07,24.95
S-55906,2023-07,69.0
S-55910,2023-07,39.0
S-55913,2023-07,89.0
S-55915,2023-07,43.54
S-55917,2023-07,69.0
S-55919,2023-07,35.0
S-55921,2023-07,49.0
S-55926,2023-07,45.26
S-55927,2023-07,42.0
S-55932,2023-07,58.96
S-55933,2023-07,74.31
S-55934,2023-07,17.81
S-55937,2023-07,55.13
S-55940,2023-07,70.76
S-55943,2023-07,55.0
S-55945,2023-07,31.94
S-55948,2023-07,53.47
S-55950,2023-07,69.0
S-55951,2023-07,69.43
S-55954,2023-07,58.65
S-55955,2023-07,30.16
S-55964,2023-07,46.13
S-55968,2023-07,109.0
S-55969,2023-07,49.0
S-55973,2023-07,69.0
S-55975,2023-07,78.12
S-55976,2023-07,37.03
S-55978,2023-07,89.0
S-55982,2023-07,79.0
S-55986,2023-07,35.0
S-55987,2023-07,69.0
S-55988,2023-07,49.0
S-55990,2023-07,35.0
S-56004,2023-07,41.0
S-56007,2023-07,84.55
S-56008,2023-07,37.58
S-56009,2023-07,69.0
S-56010,2023-07,52.0
S-56011,2023-07,79.0
S-56012,2023-07,42.0
S-56015,2023-07,30.0
S-56016,2023-07,35.0
S-56019,2023-07,55.0
S-56021,2023-07,69.0
S-56026,2023-07,49.0
S-56027,2023-07,39.0
S-56032,2023-07,69.0
S-56034,2023-07,73.18
S-56036,2023-07,89.0
S-56039,2023-07,63.0
S-56044,2023-07,42.0
S-56045,2023-07,73.47
S-56046,2023-07,48.0
S-56048,2023-07,70.64
S-56049,2023-07,69.0
S-56050,2023-07,33.0
S-56061,2023-07,89.0
S-56062,2023-07,69.0
S-56065,2023-07,33.0
S-56066,2023-07,79.0
S-56069,2023-07,89.0
S-56077,2023-07,42.55
S-56078,2023-07,89.0
S-56079,2023-07,73.81
S-56084,2023-07,68.81
S-56088,2023-07,23.03
S-56092,2023-07,34.0
S-56095,2023-07,39.0
S-56096,2023-07,69.0
S-56097,2023-07,89.0
S-56098,2023-07,42.0
S-56104,2023-07,42.0
S-56105,2023-07,55.0
S-56106,2023-07,129.0
S-56113,2023-07,61.92
S-56122,2023-07,47.24
S-56124,2023-07,55.0
S-56126,2023-07,41.69
S-56129,2023-07,35.0
S-56133,2023-07,35.0
S-56134,2023-07,54.38
S-56135,2023-07,60.66
S-56136,2023-07,42.0
S-56137,2023-07,79.0
S-56140,2023-07,35.0
S-56141,2023-07,89.0
S-56144,2023-07,69.0
S-56145,2023-07,54.71
S-56152,2023-07,49.0
S-56154,2023-07,75.07
S-56156,2023-07,25.72
S-56159,2023-07,53.0
S-56160,2023-07,54.69
S-56161,2023-07,39.0
S-56163,2023-07,69.0
S-56166,2023-07,69.0
S-56175,2023-07,30.97
S-56180,2023-07,31.0
S-56181,2023-07,49.0
S-56182,2023-07,39.0
S-56185,2023-07,39.0
S-56187,2023-07,89.0
S-56189,2023-07,41.36
S-56194,2023-07,99.09
S-56197,2023-07,40.29
S-56198,2023-07,54.59
S-56199,2023-07,45.0
S-56208,2023-07,79.0
S-56209,2023-07,71.43
S-56215,2023-07,74.42
S-56216,2023-07,48.0
S-56217,2023-07,35.0
S-56218,2023-07,75.07
S-56221,2023-07,62.75
S-56223,2023-07,57.0
S-56225,2023-07,88.78
S-56230,2023-07,31.0
S-56237,2023-07,55.0
S-56256,2023-07,69.0
S-56260,2023-07,72.96
S-56262,2023-07,36.32
S-56263,2023-07,42.0
S-56266,2023-07,35.0
S-56273,2023-07,69.0
S-56279,2023-07,89.0
S-56282,2023-07,83.0
S-56283,2023-07,49.0
S-56286,2023-07,45.11
S-56296,2023-07,69.0
S-56298,2023-07,49.89
S-56299,2023-07,57.05
S-56300,2023-07,65.55
S-56301,2023-07,51.0
S-56303,2023-07,9.21
S-56306,2023-07,69.0
S-56308,2023-07,55.0
S-56313,2023-07,69.0
S-56315,2023-07,55.0
S-56316,2023-07,35.0
S-56317,2023-07,55.0
S-56329,2023-07,45.0
S-56331,2023-07,39.0
S-56333,2023-07,55.0
S-56334,2023-07,45.47
S-56335,2023-07,35.0
S-56342,2023-07,42.0
S-56344,2023-07,42.0
S-56347,2023-07,69.0
S-56348,2023-07,30.0
S-56361,2023-07,42.0
S-56362,2023-07,29.75
S-56363,2023-07,22.1
S-56367,2023-07,39.0
S-56368,2023-07,69.0
S-56377,2023-07,69.0
S-56384,2023-07,15.06
S-56389,2023-07,42.0
S-56390,2023-07,42.0
S-56391,2023-07,55.0
S-56393,2023-07,42.0
S-56399,2023-07,34.85
S-56405,2023-07,119.03
S-56406,2023-07,55.0
S-56407,2023-07,45.0
S-56413,2023-07,50.88
S-56416,2023-07,69.0
S-56426,2023-07,55.81
S-56427,2023-07,42.29
S-56441,2023-07,94.21
S-56446,2023-07,89.0
S-56447,2023-07,87.0
S-56450,2023-07,55.0
S-56451,2023-07,79.0
S-56452,2023-07,39.82
S-56454,2023-07,5.1
S-56455,2023-07,53.0
S-56456,2023-07,42.0
S-56457,2023-07,38.76
S-56465,2023-07,45.0
S-56468,2023-07,71.87
S-56471,2023-07,51.0
S-56479,2023-07,89.0
S-56481,2023-07,39.0
S-56483,2023-07,55.0
S-56484,2023-07,69.29
S-56485,2023-07,89.0
S-56488,2023-07,42.0
S-56499,2023-07,42.0
S-56500,2023-07,31.0
S-56501,2023-07,55.0
S-56517,2023-07,35.0
S-56518,2023-07,55.0
S-56519,2023-07,42.0
S-56523,2023-07,69.0
S-56524,2023-07,69.0
S-56525,2023-07,55.0
S-56527,2023-07,83.0
S-56537,2023-07,55.0
S-56542,2023-07,69.0
S-56544,2023-07,69.0
S-56545,2023-07,47.01
S-56546,2023-07,39.0
S-56547,2023-07,69.0
S-56557,2023-07,55.0
S-56566,2023-07,49.0
S-56567,2023-07,101.33
S-56568,2023-07,35.0
S-56583,2023-07,49.0
S-56584,2023-07,49.0
S-56587,2023-07,55.0
S-56593,2023-07,89.0
S-56594,2023-07,49.0
S-56595,2023-07,89.0
S-56596,2023-07,41.81
S-56597,2023-07,35.0
S-56601,2023-07,42.0
S-56610,2023-07,69.0
S-56617,2023-07,35.0
S-56618,2023-07,4.45
S-56619,2023-07,95.55
S-56620,2023-07,55.0
S-56621,2023-07,26.0
S-56622,2023-07,39.0
S-56623,2023-07,49.0
S-56625,2023-07,88.91
S-56629,2023-07,61.16
S-56636,2023-07,37.0
S-56637,2023-07,42.0
S-56638,2023-07,98.91
S-56639,2023-07,69.0
S-56644,2023-07,69.0
S-56645,2023-07,69.0
S-56646,2023-07,69.0
S-56647,2023-07,74.94
S-56654,2023-07,11.13
S-56666,2023-07,20.39
S-56667,2023-07,43.96
S-56673,2023-07,101.45
S-56674,2023-07,28.94
S-56676,2023-07,73.19
S-56686,2023-07,39.0
S-56689,2023-07,49.0
S-56690,2023-07,49.0
S-56692,2023-07,42.8
S-56693,2023-07,87.0
S-56694,2023-07,69.0
S-56697,2023-07,63.0
S-56700,2023-07,55.0
