subscriber_id,customer_id,dealer_code,plan_code,join_date,churn_date
S-50412,C-10275,DLR-01,PLN-FAM,02/03/2022,
S-50413,C-10275,DLR-10,PLN-B40,04/14/2022,
S-50414,C-10276,DLR-03,PLN-B60,09/22/2025,
S-50415,C-10277,DLR-01,PLN-B40,07/31/2022,10/13/2023
S-50416,C-10278,DLR-09,PLN-T11,05/08/2023,09/22/2024
S-50417,C-10279,DLR-03,PLN-U69,10/04/2024,
S-50418,C-10280,DLR-01,PLN-S100,01/04/2023,08/25/2024
S-50419,C-10281,DLR-09,PLN-S300,06/20/2021,12/26/2022
S-50420,C-10282,DLR-06,PLN-S200,05/05/2022,
S-50421,C-10282,DLR-06,PLN-S200,12/24/2022,
S-50422,C-10283,DLR-04 ,PLN-T10,01/14/2025,06/13/2025
S-50423,C-10284,DLR-01,PLN-T11,03/27/2023,
S-50424,C-10284,dlr-07,PLN-T16,10/03/2023,
S-50425,C-10284,DLR-06,PLN-YTH,06/14/2023,
S-50426,C-10284,DLR-9,PLN-FAM,04/30/2024,
S-50427,C-10285,DLR-07,PLN-T03,08/29/2021,10/23/2021
S-50428,C-10286,DLR-03,PLN-T21,03/27/2024,
S-50429,C-10287,DLR-01,PLN-YTH,02/27/2024,03/27/2025
S-50430,C-10288,dlr-03,PLN-U69,07/19/2024,
S-50431,C-10289,DLR-03,PLN-UMAX,01/19/2023,04/13/2025
S-50432,C-10290,DLR-03,PLN-S100,03/26/2024,08/13/2024
S-50433,C-10290,DLR-05,PLN-UMAX,12/02/2024,06/17/2025
S-50434,C-10291,DLR-09,PLN-S100,08/03/2024,10/28/2024
S-50435,C-10291,dlr-08,PLN-S200,10/05/2024,
S-50436,C-10292,DLR-09,PLN-UMAX,08/21/2023,11/14/2024
S-50437,C-10292,DLR-09,PLN-B40,05/31/2024,12/16/2024
S-50438,C-10293,DLR-05,PLN-S100,10/10/2022,10/15/2025
S-50439,C-10294,DLR-03,PLN-T03,09/26/2021,
S-50440,C-10295,DLR-08,PLN-T04,01/07/2025,
S-50441,C-10296,DLR-04,PLN-S100,06/25/2021,
S-50442,C-10297,DLR-09,PLN-YTH,01/16/2023,
S-50443,C-10297,DLR-08,PLN-B60,07/23/2023,
S-50444,C-10297,DLR-10,PLN-S300,12/02/2023,
S-50445,C-10298,DLR-03,PLN-S100,04/29/2022,05/13/2023
S-50446,C-10299,DLR-03,PLN-B60,02/02/2025,
S-50447,C-10300,DLR-09,PLN-SNR,05/13/2022,
S-50448,C-10300,DLR-9,PLN-S200,06/07/2022,
S-50449,C-10300,DLR-09,PLN-S200,07/31/2022,
S-50450,C-10300,DLR-01,PLN-T16,06/04/2022,
S-50451,C-10301,DLR-03 ,PLN-S100,04/30/2024,
S-50452,C-10301,DLR-09,PLN-U69,06/20/2024,
S-50453,C-10301,DLR-07,PLN-S100,10/06/2025,
S-50454,C-10301,DLR-09,PLN-FAM,06/08/2024,
S-50455,C-10302,DLR-08,PLN-T19,11/28/2021,07/21/2022
S-50456,C-10302,DLR-05,PLN-YTH,11/21/2022,
S-50457,C-10302,DLR-01,PLN-S300,07/01/2022,02/20/2023
S-50458,C-10303,DLR-04,PLN-S200,11/18/2025,
S-50459,C-10304,DLR-06,PLN-S100,05/14/2023,02/23/2024
S-50460,C-10305,DLR-08 ,PLN-B60,01/22/2022,01/04/2024
S-50461,C-10306,DLR-09,PLN-T04,08/21/2021,01/20/2023
S-50462,C-10306,DLR-01,PLN-T02,06/29/2022,06/29/2023
S-50463,C-10306,DLR-03,PLN-S100,09/29/2022,
S-50464,C-10307,DLR-01,PLN-T19,03/19/2023,09/04/2025
S-50465,C-10307,DLR-02,PLN-B60,06/28/2024,
S-50466,C-10308,DLR-05,PLN-T23,11/16/2022,
S-50467,C-10309,dlr-09,PLN-S100,10/20/2025,
S-50468,C-10310,DLR-02,PLN-T23,01/24/2022,
S-50469,C-10310,DLR-04,PLN-UMAX,02/13/2023,04/04/2023
S-50470,C-10311,dlr-07,PLN-T20,07/30/2024,06/21/2025
S-50471,C-10312,DLR-01,PLN-S300,10/22/2025,
S-50472,C-10313,DLR-09,PLN-T18,12/13/2025,
S-50473,C-10314,dlr-03,PLN-UMAX,03/19/2023,03/30/2025
S-50474,C-10315,DLR-05,PLN-S200,01/28/2023,
S-50475,C-10315,DLR-07,PLN-T18,07/20/2024,
S-50476,C-10316,DLR-4,PLN-YTH,03/22/2025,
S-50477,C-10317,DLR-06,PLN-YTH,07/05/2025,
S-50478,C-10318,DLR-04,PLN-S200,07/28/2025,
S-50479,C-10319,DLR-01,PLN-B60,10/12/2023,02/17/2024
S-50480,C-10320,DLR-10,PLN-B60,01/11/2021,02/06/2023
S-50481,C-10321,DLR-08,PLN-SNR,11/03/2024,
S-50482,C-10321,DLR-07,PLN-S100,01/01/2025,
S-50483,C-10322,DLR-03 ,PLN-S300,10/14/2024,
S-50484,C-10323,DLR-02,PLN-YTH,11/24/2023,06/02/2024
S-50485,C-10324,DLR-06 ,PLN-T21,10/19/2023,
S-50486,C-10324,DLR-09,PLN-YTH,04/06/2025,
S-50487,C-10325,dlr-08,PLN-S100,09/05/2023,
S-50488,C-10325,DLR-01,PLN-S100,12/31/2024,
S-50489,C-10326,DLR-02,PLN-YTH,06/29/2025,08/30/2025
S-50490,C-10327,DLR-09,PLN-SNR,03/21/2021,
S-50491,C-10328,DLR-01,PLN-B60,11/12/2024,
S-50492,C-10328,DLR-01,PLN-B60,12/12/2024,
S-50493,C-10329,DLR-03,PLN-UMAX,02/26/2025,
S-50494,C-10330,DLR-10 ,PLN-S100,03/11/2024,
S-50495,C-10330,DLR-06,PLN-S100,01/31/2025,07/10/2025
S-50496,C-10331,DLR-07,PLN-FAM,11/13/2022,
S-50497,C-10331,DLR-03,PLN-S200,12/15/2023,03/22/2024
S-50498,C-10332,DLR-6,PLN-T19,04/16/2024,
S-50499,C-10332,DLR-02 ,PLN-FAM,07/08/2025,
S-50500,C-10332,DLR-01,PLN-U69,08/19/2024,
S-50501,C-10333,DLR-09,PLN-S200,10/19/2023,
S-50502,C-10333,dlr-09,PLN-UMAX,02/10/2025,
S-50503,C-10334,DLR-06,PLN-YTH,12/30/2025,
S-50504,C-10335,DLR-09,PLN-YTH,09/11/2025,
S-50505,C-10336,DLR-01,PLN-T24,11/12/2024,
S-50506,C-10337,DLR-09,PLN-T10,12/31/2024,
S-50507,C-10337,DLR-07,PLN-YTH,05/21/2025,
S-50508,C-10338,DLR-09,PLN-S100,10/15/2024,03/16/2025
S-50509,C-10339,DLR-09,PLN-U69,06/30/2025,
S-50510,C-10340,DLR-10,PLN-B60,01/11/2025,
S-50511,C-10341,DLR-05,PLN-S300,08/20/2025,
S-50512,C-10342,DLR-05,PLN-B40,07/07/2021,05/12/2024
S-50513,C-10343,DLR-07,PLN-S300,08/03/2024,
S-50514,C-10343,DLR-03,PLN-T25,05/30/2025,12/02/2025
S-50515,C-10343,DLR-07,PLN-UMAX,09/18/2025,
S-50516,C-10343,DLR-01,PLN-YTH,04/20/2025,
S-50517,C-10343,DLR-3,PLN-T13,10/24/2024,
S-50518,C-10344,DLR-06,PLN-T09,07/19/2025,
S-50519,C-10345,DLR-03,PLN-S100,10/01/2025,
S-50520,C-10346,DLR-08,PLN-T12,12/21/2025,
S-50521,C-10347,DLR-01,PLN-YTH,10/16/2021,07/08/2023
S-50522,C-10347,DLR-05 ,PLN-FAM,12/20/2021,11/15/2022
S-50523,C-10347,DLR-09,PLN-UMAX,08/16/2022,
S-50524,C-10348,DLR-05,PLN-SNR,10/16/2022,12/08/2023
S-50525,C-10349,DLR-03,PLN-B60,04/11/2025,
S-50526,C-10349,DLR-03,PLN-S200,05/07/2025,
S-50527,C-10350,DLR-01,PLN-U69,06/27/2022,
S-50528,C-10351,DLR-07,PLN-B60,12/19/2025,
S-50529,C-10352,dlr-07,PLN-S300,10/23/2023,
S-50530,C-10353,DLR-01,PLN-FAM,06/05/2023,
S-50531,C-10353,dlr-01,PLN-S100,12/13/2023,01/26/2024
S-50532,C-10354,DLR-07,PLN-S100,09/12/2025,
S-50533,C-10354,DLR-01,PLN-T21,11/14/2025,
S-50534,C-10355,DLR-01,PLN-YTH,09/15/2023,05/20/2025
S-50535,C-10356,DLR-07,PLN-T16,07/13/2025,11/24/2025
S-50536,C-10357,dlr-06,PLN-B60,03/28/2024,
S-50537,C-10357,DLR-09,PLN-S200,06/27/2025,
S-50538,C-10358,DLR-02,PLN-UMAX,11/11/2024,
S-50539,C-10358,DLR-10,PLN-S300,11/12/2025,
S-50540,C-10359,DLR-06,PLN-S200,02/22/2025,
S-50541,C-10360,DLR-09,PLN-B60,01/26/2021,12/31/2023
S-50542,C-10360,DLR-01,PLN-U69,06/20/2022,
S-50543,C-10360,DLR-06,PLN-S200,04/14/2021,
S-50544,C-10360,DLR-04,PLN-T20,08/15/2021,06/01/2023
S-50545,C-10361,DLR-01,PLN-S100,05/14/2025,
S-50546,C-10362,DLR-09,PLN-UMAX,06/13/2024,
S-50547,C-10363,dlr-07,PLN-T19,10/12/2024,10/24/2025
S-50548,C-10364,DLR-09,PLN-S300,10/02/2025,
S-50549,C-10365,DLR-09,PLN-T24,11/14/2025,
S-50550,C-10365,DLR-04,PLN-YTH,12/08/2025,
S-50551,C-10366,DLR-04 ,PLN-B60,07/16/2023,11/25/2024
S-50552,C-10367,DLR-03,PLN-U69,03/21/2025,04/23/2025
S-50553,C-10367,DLR-02,PLN-T11,08/15/2025,
S-50554,C-10367,DLR-05,PLN-FAM,08/24/2025,
S-50555,C-10368,DLR-08,PLN-U69,01/21/2023,06/07/2025
S-50556,C-10369,DLR-05,PLN-T05,10/23/2024,
S-50557,C-10370,DLR-09,PLN-YTH,05/05/2024,
S-50558,C-10371,DLR-10,PLN-T15,04/09/2025,10/30/2025
S-50559,C-10371,DLR-01,PLN-S300,07/25/2025,
S-50560,C-10371,DLR-05,PLN-YTH,08/04/2025,
S-50561,C-10372,DLR-04,PLN-FAM,08/07/2023,05/12/2024
S-50562,C-10373,DLR-07,PLN-S200,08/26/2024,
S-50563,C-10374,DLR-01,PLN-YTH,11/22/2024,04/02/2025
S-50564,C-10375,DLR-03,PLN-U69,04/13/2025,
S-50565,C-10376,DLR-06,PLN-S100,01/07/2024,01/10/2025
S-50566,C-10377,DLR-01,PLN-B60,03/31/2024,
S-50567,C-10377,DLR-01 ,PLN-UMAX,10/24/2024,03/01/2025
S-50568,C-10378,DLR-04,PLN-S100,05/19/2022,
S-50569,C-10378,DLR-01,PLN-FAM,11/17/2023,09/04/2024
S-50570,C-10379,DLR-03 ,PLN-SNR,08/26/2022,
S-50571,C-10380,dlr-03,PLN-T02,05/25/2024,
S-50572,C-10381,DLR-08 ,PLN-S100,02/26/2022,09/14/2022
S-50573,C-10382,DLR-09,PLN-S100,01/16/2025,
S-50574,C-10383,DLR-5,PLN-B40,03/11/2025,
S-50575,C-10384,DLR-07,PLN-YTH,03/03/2024,
S-50576,C-10384,DLR-09,PLN-S100,01/17/2025,
S-50577,C-10384,DLR-02,PLN-S100,09/05/2024,
S-50578,C-10385,DLR-01,PLN-S200,03/02/2024,
S-50579,C-10386,DLR-05,PLN-SNR,11/27/2025,
S-50580,C-10387,DLR-05,PLN-UMAX,09/25/2024,
S-50581,C-10387,DLR-01,PLN-YTH,10/18/2025,
S-50582,C-10388,DLR-05,PLN-SNR,12/15/2021,08/19/2022
S-50583,C-10389,DLR-3,PLN-FAM,02/09/2025,12/29/2025
S-50584,C-10390,DLR-09,PLN-T02,02/10/2024,10/10/2024
S-50585,C-10391,DLR-03,PLN-U69,04/14/2025,
S-50586,C-10391,DLR-09,PLN-UMAX,10/20/2025,
S-50587,C-10391,DLR-09,PLN-FAM,07/12/2025,
S-50588,C-10392,DLR-01,PLN-U69,03/05/2022,
S-50589,C-10392,DLR-09 ,PLN-T15,11/20/2022,12/18/2024
S-50590,C-10392,DLR-08,PLN-B60,11/01/2022,10/01/2023
S-50591,C-10392,DLR-07 ,PLN-YTH,09/22/2023,
S-50592,C-10393,DLR-01 ,PLN-B40,02/27/2023,09/08/2023
S-50593,C-10394,DLR-06,PLN-T02,06/27/2021,06/16/2023
S-50594,C-10395,DLR-09,PLN-UMAX,02/22/2024,
S-50595,C-10395,DLR-04 ,PLN-B60,07/06/2024,11/04/2025
S-50596,C-10396,DLR-09,PLN-S100,08/08/2021,06/20/2024
S-50597,C-10396,DLR-01,PLN-S200,03/06/2022,12/06/2022
S-50598,C-10397,DLR-09,PLN-YTH,05/10/2023,08/24/2023
S-50599,C-10398,DLR-10,PLN-S200,12/13/2024,
S-50600,C-10399,DLR-06,PLN-UMAX,12/27/2025,
S-50601,C-10400,DLR-04,PLN-UMAX,08/25/2025,
S-50602,C-10401,DLR-08,PLN-T25,03/24/2024,06/21/2024
S-50603,C-10401,DLR-08,PLN-B60,04/09/2025,09/13/2025
S-50604,C-10402,DLR-02,PLN-T05,03/26/2025,06/27/2025
S-50605,C-10403,dlr-08,PLN-U69,07/19/2023,12/18/2023
S-50606,C-10404,DLR-01,PLN-UMAX,06/28/2025,
S-50607,C-10405,DLR-09,PLN-B40,08/13/2024,
S-50608,C-10406,DLR-06,PLN-T25,06/16/2024,05/23/2025
S-50609,C-10407,DLR-02,PLN-S200,04/05/2024,
S-50610,C-10408,DLR-10,PLN-FAM,04/11/2024,
S-50611,C-10408,DLR-01,PLN-FAM,08/31/2025,
S-50612,C-10409,DLR-09,PLN-U69,07/09/2023,10/15/2023
S-50613,C-10409,DLR-04,PLN-FAM,10/20/2024,
S-50614,C-10409,DLR-02,PLN-S100,04/09/2024,
S-50615,C-10409,DLR-01,PLN-FAM,03/14/2024,
S-50616,C-10410,DLR-05,PLN-S100,02/15/2022,12/10/2023
S-50617,C-10411,DLR-01,PLN-SNR,01/06/2025,
S-50618,C-10412,DLR-10,PLN-S200,03/22/2022,05/08/2022
S-50619,C-10412,DLR-10,PLN-B60,09/05/2022,
S-50620,C-10413,DLR-03,PLN-U69,10/05/2023,
S-50621,C-10414,dlr-05,PLN-B60,02/09/2022,02/05/2025
S-50622,C-10415,DLR-01,PLN-S200,05/05/2022,11/27/2022
S-50623,C-10416,DLR-10,PLN-T10,12/25/2024,
S-50624,C-10416,DLR-09,PLN-T19,02/09/2025,09/21/2025
S-50625,C-10417,DLR-06,PLN-B60,07/14/2025,
S-50626,C-10418,DLR-01,PLN-S200,04/27/2025,
S-50627,C-10418,DLR-06,PLN-B60,07/20/2025,
S-50628,C-10419,DLR-06,PLN-FAM,10/04/2022,
S-50629,C-10420,DLR-04,PLN-FAM,03/25/2022,09/19/2022
S-50630,C-10421,DLR-09,PLN-UMAX,02/12/2025,
S-50631,C-10422,DLR-03,PLN-S100,02/11/2025,09/29/2025
S-50632,C-10423,DLR-09,PLN-T24,05/24/2022,
S-50633,C-10424,DLR-10,PLN-S200,02/18/2025,
S-50634,C-10424,DLR-03,PLN-S300,03/18/2025,08/22/2025
S-50635,C-10425,DLR-03,PLN-S100,01/01/2025,07/06/2025
S-50636,C-10426,dlr-05,PLN-UMAX,01/20/2025,
S-50637,C-10426,DLR-03,PLN-B60,05/02/2025,10/10/2025
S-50638,C-10427,DLR-3,PLN-U69,01/05/2025,12/27/2025
S-50639,C-10428,DLR-09,PLN-T14,10/23/2025,
S-50640,C-10429,dlr-07,PLN-S100,03/15/2023,12/28/2023
S-50641,C-10430,DLR-09,PLN-S300,07/18/2022,
S-50642,C-10430,DLR-10,PLN-B60,12/12/2023,12/27/2024
S-50643,C-10431,DLR-04,PLN-B60,12/03/2024,
S-50644,C-10432,DLR-06,PLN-SNR,02/06/2024,
S-50645,C-10432,DLR-03,PLN-SNR,01/19/2025,
S-50646,C-10432,DLR-02,PLN-U69,08/22/2025,
S-50647,C-10432,DLR-05 ,PLN-S100,05/18/2025,
S-50648,C-10433,DLR-05 ,PLN-B40,03/20/2021,06/10/2021
S-50649,C-10434,DLR-03,PLN-T08,04/29/2025,09/30/2025
S-50650,C-10434,DLR-02,PLN-T15,10/16/2025,
S-50651,C-10435,DLR-01,PLN-S100,03/08/2024,
S-50652,C-10436,DLR-08,PLN-U69,09/04/2025,
S-50653,C-10437,DLR-06,PLN-FAM,09/19/2023,
S-50654,C-10437,DLR-01,PLN-UMAX,09/30/2024,
S-50655,C-10437,DLR-03 ,PLN-T18,01/05/2025,
S-50656,C-10438,DLR-10 ,PLN-S200,10/21/2021,
S-50657,C-10438,DLR-08,PLN-B60,01/19/2022,07/04/2023
S-50658,C-10439,DLR-10,PLN-YTH,04/16/2022,
S-50659,C-10440,DLR-01,PLN-U69,02/17/2022,
S-50660,C-10441,DLR-09,PLN-U69,08/20/2025,
S-50661,C-10441,DLR-4,PLN-U69,09/17/2025,
S-50662,C-10442,DLR-09,PLN-SNR,07/21/2023,
S-50663,C-10443,dlr-09,PLN-UMAX,09/02/2021,
S-50664,C-10443,DLR-05,PLN-S200,11/06/2021,
S-50665,C-10443,dlr-01,PLN-T06,03/13/2022,
S-50666,C-10443,DLR-1,PLN-B40,09/04/2022,06/15/2025
S-50667,C-10444,DLR-07,PLN-U69,05/02/2025,09/07/2025
S-50668,C-10444,DLR-01,PLN-S100,11/20/2025,
S-50669,C-10445,DLR-03,PLN-B40,01/24/2025,02/04/2025
S-50670,C-10445,DLR-08,PLN-T25,12/15/2025,
S-50671,C-10445,DLR-03,PLN-S300,04/05/2025,
S-50672,C-10446,DLR-07,PLN-U69,05/21/2022,11/06/2023
S-50673,C-10447,DLR-06,PLN-S100,02/23/2024,06/11/2024
S-50674,C-10448,DLR-03,PLN-B40,02/09/2024,12/31/2025
S-50675,C-10449,DLR-08,PLN-UMAX,03/18/2023,
S-50676,C-10450,DLR-08,PLN-T16,03/19/2023,10/24/2025
S-50677,C-10451,DLR-01,PLN-B40,10/08/2024,03/01/2025
S-50678,C-10452,DLR-01,PLN-T23,06/03/2023,06/01/2024
S-50679,C-10453,DLR-09,PLN-YTH,08/22/2025,
S-50680,C-10454,DLR-09,PLN-T09,07/23/2024,
S-50681,C-10454,DLR-02,PLN-B60,08/07/2024,
S-50682,C-10455,DLR-09,PLN-S200,05/15/2025,
S-50683,C-10456,DLR-03,PLN-FAM,04/17/2025,09/14/2025
S-50684,C-10457,DLR-05,PLN-UMAX,01/13/2022,
S-50685,C-10458,DLR-03,PLN-T15,03/26/2025,
S-50686,C-10458,DLR-06,PLN-S100,06/29/2025,
S-50687,C-10459,DLR-02,PLN-UMAX,04/23/2024,07/07/2024
S-50688,C-10460,DLR-09,PLN-SNR,02/24/2025,
S-50689,C-10461,DLR-06,PLN-S100,03/07/2022,09/24/2022
S-50690,C-10461,DLR-09,PLN-T01,10/10/2022,06/29/2023
S-50691,C-10462,DLR-08,PLN-B40,10/16/2023,
S-50692,C-10462,DLR-09,PLN-T08,04/30/2025,
S-50693,C-10463,DLR-09,PLN-SNR,08/07/2023,12/07/2024
S-50694,C-10463,DLR-01,PLN-B60,09/17/2024,
S-50695,C-10463,DLR-08,PLN-S200,11/30/2024,
S-50696,C-10463,DLR-03,PLN-T04,11/05/2023,
S-50697,C-10463,DLR-03,PLN-S100,01/17/2025,
S-50698,C-10464,DLR-5,PLN-T11,09/30/2024,
S-50699,C-10464,DLR-05 ,PLN-S200,10/23/2025,
S-50700,C-10465,DLR-03,PLN-YTH,01/04/2025,06/19/2025
S-50701,C-10465,DLR-05,PLN-YTH,11/29/2025,
S-50702,C-10465,dlr-10,PLN-S200,03/12/2025,
S-50703,C-10466,DLR-01,PLN-S200,02/03/2025,
S-50704,C-10467,DLR-09,PLN-U69,02/18/2025,
S-50705,C-10467,DLR-01,PLN-B40,10/10/2025,
S-50706,C-10467,DLR-03,PLN-T18,08/04/2025,
S-50707,C-10467,DLR-07,PLN-B40,09/06/2025,
S-50708,C-10468,DLR-2,PLN-B40,03/15/2024,
S-50709,C-10469,DLR-07,PLN-YTH,09/12/2024,
S-50710,C-10470,DLR-03,PLN-UMAX,03/09/2025,
S-50711,C-10471,DLR-01,PLN-T08,07/16/2022,10/11/2022
S-50712,C-10472,DLR-01,PLN-U69,06/14/2025,
S-50713,C-10473,DLR-03,PLN-T12,04/11/2025,10/29/2025
S-50714,C-10473,DLR-03,PLN-S200,05/15/2025,
S-50715,C-10474,DLR-04,PLN-S100,04/20/2024,
S-50716,C-10475,DLR-03,PLN-T18,12/01/2025,
S-50717,C-10476,DLR-03,PLN-FAM,05/15/2025,
S-50718,C-10477,DLR-06,PLN-B40,09/29/2023,
S-50719,C-10478,DLR-07,PLN-YTH,03/30/2025,
S-50720,C-10479,DLR-05,PLN-U69,12/14/2021,
S-50721,C-10479,dlr-04,PLN-S200,05/06/2023,
S-50722,C-10479,DLR-03,PLN-T08,12/26/2022,
S-50723,C-10479,DLR-01,PLN-S100,04/18/2023,
S-50724,C-10480,DLR-04,PLN-FAM,12/05/2025,
S-50725,C-10481,dlr-03,PLN-S300,12/21/2024,
S-50726,C-10482,DLR-03,PLN-T17,04/22/2025,
S-50727,C-10483,DLR-09,PLN-SNR,09/12/2024,
S-50728,C-10483,DLR-09,PLN-UMAX,10/10/2024,11/08/2025
S-50729,C-10483,DLR-05,PLN-T07,09/13/2025,
S-50730,C-10484,DLR-03 ,PLN-FAM,05/21/2025,
S-50731,C-10485,DLR-01,PLN-S100,06/28/2023,11/10/2024
S-50732,C-10486,DLR-09 ,PLN-SNR,12/15/2021,09/12/2023
S-50733,C-10486,DLR-05,PLN-T10,06/05/2022,
S-50734,C-10487,DLR-01,PLN-FAM,11/14/2022,09/07/2023
S-50735,C-10487,DLR-04,PLN-FAM,09/29/2023,03/08/2025
S-50736,C-10487,DLR-05,PLN-S200,07/02/2023,
S-50737,C-10488,DLR-09,PLN-T07,12/11/2025,
S-50738,C-10489,DLR-01,PLN-UMAX,04/09/2024,
S-50739,C-10490,DLR-08 ,PLN-S100,09/09/2025,
S-50740,C-10491,DLR-03,PLN-UMAX,01/19/2025,
S-50741,C-10492,DLR-10,PLN-U69,05/04/2023,
S-50742,C-10493,DLR-09,PLN-UMAX,07/04/2021,11/10/2022
S-50743,C-10494,DLR-01,PLN-B60,02/15/2025,
S-50744,C-10495,dlr-04,PLN-S100,09/09/2022,11/01/2023
S-50745,C-10496,DLR-03,PLN-B40,01/31/2025,10/27/2025
S-50746,C-10496,DLR-02,PLN-FAM,09/30/2025,
S-50747,C-10497,DLR-03,PLN-T20,07/15/2021,02/22/2022
S-50748,C-10498,DLR-03,PLN-B40,12/02/2025,
S-50749,C-10499,DLR-03,PLN-B40,05/12/2025,
S-50750,C-10500,DLR-03,PLN-S100,06/01/2025,10/22/2025
S-50751,C-10501,DLR-06,PLN-S100,09/04/2022,04/24/2024
S-50752,C-10502,DLR-09,PLN-T02,10/27/2024,
S-50753,C-10503,DLR-06,PLN-S200,08/26/2023,11/27/2023
S-50754,C-10503,DLR-01,PLN-SNR,12/07/2024,05/27/2025
S-50755,C-10503,DLR-05,PLN-S100,09/13/2023,11/06/2023
S-50756,C-10504,DLR-03,PLN-S100,07/10/2023,01/09/2025
S-50757,C-10505,DLR-01,PLN-YTH,07/27/2022,07/07/2024
S-50758,C-10506,DLR-03,PLN-U69,10/09/2022,02/25/2024
S-50759,C-10507,DLR-09,PLN-T05,02/04/2023,05/19/2023
S-50760,C-10507,DLR-05,PLN-B40,04/23/2024,
S-50761,C-10507,DLR-02,PLN-UMAX,04/28/2024,
S-50762,C-10508,DLR-03,PLN-UMAX,06/05/2022,
S-50763,C-10508,DLR-04,PLN-FAM,07/06/2022,
S-50764,C-10509,DLR-01,PLN-U69,11/11/2023,06/07/2025
S-50765,C-10510,DLR-01,PLN-S100,12/07/2024,
S-50766,C-10510,DLR-09,PLN-T24,08/13/2025,
S-50767,C-10511,DLR-07,PLN-S200,01/23/2025,
S-50768,C-10511,DLR-09,PLN-SNR,05/06/2025,
S-50769,C-10512,DLR-01 ,PLN-T22,04/06/2023,
S-50770,C-10512,DLR-09,PLN-T18,09/27/2024,
S-50771,C-10513,DLR-09,PLN-UMAX,04/14/2021,07/06/2023
S-50772,C-10513,DLR-02,PLN-YTH,10/12/2022,11/19/2025
S-50773,C-10513,DLR-01,PLN-YTH,12/15/2021,08/16/2024
S-50774,C-10514,DLR-03,PLN-UMAX,06/16/2024,09/04/2025
S-50775,C-10515,DLR-01,PLN-S200,11/04/2025,
S-50776,C-10516,DLR-10,PLN-S200,10/25/2023,06/28/2024
S-50777,C-10516,DLR-02,PLN-T24,08/09/2024,
S-50778,C-10517,DLR-03,PLN-UMAX,01/18/2022,01/06/2023
S-50779,C-10517,DLR-09,PLN-S200,01/29/2023,06/11/2023
S-50780,C-10518,DLR-01,PLN-B60,06/08/2021,06/04/2024
S-50781,C-10519,DLR-09,PLN-B40,01/30/2025,
S-50782,C-10520,DLR-01,PLN-B40,08/03/2025,
S-50783,C-10521,DLR-04,PLN-B60,11/30/2023,
S-50784,C-10521,DLR-01,PLN-B60,01/19/2024,
S-50785,C-10521,DLR-03,PLN-YTH,01/22/2025,07/08/2025
S-50786,C-10522,DLR-1,PLN-S200,10/30/2025,
S-50787,C-10523,DLR-10,PLN-UMAX,11/25/2022,09/30/2023
S-50788,C-10523,dlr-07,PLN-S300,08/31/2023,
S-50789,C-10523,DLR-09,PLN-T04,11/21/2023,
S-50790,C-10524,DLR-10,PLN-S100,03/09/2023,05/28/2024
S-50791,C-10524,DLR-01,PLN-B60,09/19/2024,
S-50792,C-10524,DLR-03,PLN-UMAX,07/06/2023,
S-50793,C-10524,dlr-01,PLN-T14,08/09/2023,
S-50794,C-10524,DLR-04,PLN-UMAX,01/12/2024,
S-50795,C-10525,DLR-09,PLN-FAM,08/09/2023,09/14/2024
S-50796,C-10525,DLR-09,PLN-T18,03/22/2024,
S-50797,C-10526,DLR-03,PLN-S100,05/07/2022,
S-50798,C-10527,DLR-09,PLN-S100,02/16/2025,
S-50799,C-10527,DLR-01,PLN-T08,05/18/2025,
S-50800,C-10528,DLR-10,PLN-S200,06/03/2023,12/27/2024
S-50801,C-10529,DLR-06,PLN-S200,09/03/2024,
S-50802,C-10530,DLR-03,PLN-S100,07/27/2021,06/23/2022
S-50803,C-10531,DLR-09,PLN-T23,04/13/2023,09/23/2025
S-50804,C-10532,DLR-07,PLN-FAM,04/02/2024,05/31/2024
S-50805,C-10533,DLR-09,PLN-B60,07/01/2021,12/01/2023
S-50806,C-10533,DLR-10,PLN-FAM,09/25/2022,03/20/2024
S-50807,C-10534,DLR-02,PLN-SNR,10/03/2025,
S-50808,C-10535,DLR-08,PLN-S200,02/08/2023,
S-50809,C-10535,DLR-10,PLN-S100,02/21/2024,
S-50810,C-10535,dlr-01,PLN-T09,05/07/2023,
S-50811,C-10535,dlr-02,PLN-S200,06/25/2024,
S-50812,C-10536,DLR-09,PLN-S100,07/25/2024,03/03/2025
S-50813,C-10537,DLR-09,PLN-T18,12/24/2024,
S-50814,C-10537,DLR-04,PLN-B60,11/08/2025,
S-50815,C-10537,DLR-09,PLN-YTH,03/28/2025,
S-50816,C-10538,DLR-07,PLN-UMAX,12/09/2023,
S-50817,C-10539,DLR-03,PLN-SNR,12/23/2024,08/21/2025
S-50818,C-10540,DLR-09,PLN-YTH,08/01/2023,11/16/2024
S-50819,C-10541,DLR-04,PLN-UMAX,11/27/2023,06/12/2025
S-50820,C-10542,DLR-01,PLN-S100,05/23/2022,09/22/2023
S-50821,C-10543,DLR-06,PLN-S200,10/21/2024,
S-50822,C-10544,DLR-08,PLN-YTH,05/17/2023,
S-50823,C-10544,DLR-09 ,PLN-T21,09/09/2023,06/17/2024
S-50824,C-10545,DLR-10,PLN-U69,12/08/2021,06/06/2025
S-50825,C-10546,DLR-07 ,PLN-YTH,01/04/2022,05/12/2023
